DN;OM;SIGLA OM;UF;TIPO DE EMBARCAÇÃO;TOTAL DE EMBARCAÇÕES POR TIPO
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Balsa;11
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Barcaça;4
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Bote;2086
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Canoa;312
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Chata;4
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Draga;24
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Escuna;75
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Flutuante;23
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Hovercraft;1
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Iate;1
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Jangada;1
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Jet Boat;4
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Lancha;1075
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Moto-Aquática/similar;205
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Multicasco (Catamarã, Trimarã, Tetramarã, etc);17
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Outros;480
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Passageiro;4
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Pesqueiro;14
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Saveiro;34
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Traineira;109
1º ;Agência da Capitania dos Portos em Paraty;AGPRTI;RJ;Veleiro;170
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Apoio a Mergulho;1
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Balsa;4
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Bote;509
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Caiaque;4
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Canoa;1587
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Chata;2
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Draga;24
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Escuna;1
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Jangada;1
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Jet Boat;1
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Lancha;174
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Moto-Aquática/similar;110
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Passageiro;5
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Pesqueiro;239
1º ;Agência da Capitania dos Portos em São João da Barra;AGSJBA;RJ;Traineira;115
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Balsa;59
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Barcaça;1
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Bote;627
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Caiaque;3
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Caique;1
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Canoa;860
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Carga Geral;4
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Chata;18
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Draga;25
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Escuna;9
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Flotel;1
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Flutuante;12
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Iate;2
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Jangada;3
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Jet Boat;1
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Lancha;1454
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Moto-Aquática/similar;375
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Outros;276
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Passageiro;27
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Passageiro / Carga Geral;8
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Pesqueiro;1343
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Plataforma Fixa;2
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Plataforma Semi-Submersível;2
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Químico e Gaseiro;1
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Rebocador;4
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Saveiro;2
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Sonda;1
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Supridor (Supply);10
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Traineira;343
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Transporte de Carga Pesada (Navio de Cargas Especiais);2
1º ;Capitania dos Portos de Macaé;CPMCAE;RJ;Veleiro;47
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Anfíbia;3
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Apoio à Manobra;4
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Apoio a Mergulho;12
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Apoio a ROV;1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Balsa;147
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Barcaça;42
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Batelão;6
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Bote;9081
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Cábrea;7
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Caiaque;32
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Caique;4
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Canoa;1159
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Carga Geral;3
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Chata;71
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Draga;73
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Empurrador;2
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Escuna;32
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Flutuante;75
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Graneleiro;1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Hovercraft;2
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Iate;2
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Jangada;14
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Jet Boat;15
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Lançador de Linhas;1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Lancha;3169
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Moto-Aquática/similar;3933
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Multicasco (Catamarã, Trimarã, Tetramarã, etc);7
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Multipurpose;2
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Outros;1782
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Passageiro;10
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Passageiro de Alta Velocidade (HSC Passageiro);1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Pesqueiro;625
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Pesquisa;4
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Plataforma Auto-Elevável;1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Porta-Contentor;1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Rebocador;29
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Roll-on / Roll-off Carga ;1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Saveiro;202
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Supridor (Supply);1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Tanque (transporte de granéis líquidos);1
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Traineira;36
1º ;Capitania dos Portos do Espírito Santo;CPVITO;ES;Veleiro;170
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Alvarenga;4
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Anfíbia;4
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Apoio à Manobra;1
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Apoio a Mergulho;13
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Apoio a ROV;16
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Balsa;352
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Barcaça;487
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Batelão;26
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Bote;6827
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Cábrea;37
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Caiaque;39
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Caique;10
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Canoa;118
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Carga Geral;116
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Chata;508
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Cisterna (FSU);3
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Dique Flutuante;41
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Draga;134
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Empurrador;6
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Escuna;65
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Estimulador de Poço;1
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Floating, Production, Storage and Off-Loading Unit (FPSO);20
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Flotel;3
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Flutuante;741
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Graneleiro;76
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Hovercraft;9
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Iate;178
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Jangada;76
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Jet Boat;26
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Lançador de Linhas;13
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Lancha;17884
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Laser;4
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Manuseio de Âncora (AHTS);78
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Manuseio de Linhas;1
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Moto-Aquática/similar;4451
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Multicasco (Catamarã, Trimarã, Tetramarã, etc);101
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Multipurpose;11
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Outros;18572
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Passageiro;53
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Passageiro / Carga Geral;8
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Pesqueiro;370
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Pesquisa;54
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Petroleiro;133
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Petroleiro e Químico;5
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Plataforma Auto-Elevável;4
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Plataforma Fixa;11
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Plataforma Semi-Submersível;28
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Porta-Contentor;17
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Químico;13
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Químico e Gaseiro;1
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Rebocador;514
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Roll-on / Roll-off Carga ;8
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Roll-on / Roll-off Passageiro (Ferry Boat);2
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Saveiro;78
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Sonda;21
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Supridor (Supply);407
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Tanque (transporte de granéis líquidos);6
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Traineira;725
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Transporte de Carga Pesada (Navio de Cargas Especiais);6
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Transporte de Gases Liquefeitos;15
1º ;Capitania dos Portos do Rio de Janeiro;CPRIOJ;RJ;Veleiro;5558
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Balsa;4
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Barcaça;1
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Bote;786
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Caiaque;6
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Canoa;44
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Chata;4
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Draga;4
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Empurrador;2
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Flutuante;5
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Jet Boat;3
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Lancha;946
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Laser;1
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Moto-Aquática/similar;1138
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Multicasco (Catamarã, Trimarã, Tetramarã, etc);18
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Outros;1
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Passageiro;1
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Traineira;1
1º ;Capitania Fluvial de Minas Gerais;CFMG;MG;Veleiro;19
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Apoio a Mergulho;1
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Balsa;33
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Barcaça;107
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Bote;2828
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Cábrea;1
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Caiaque;1
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Canoa;9
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Chata;7
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Dique Flutuante;4
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Draga;51
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Escuna;131
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Floating, Production, Storage and Off-Loading Unit (FPSO);3
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Flutuante;47
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Iate;19
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Jangada;12
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Jet Boat;14
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Lançador de Linhas;1
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Lancha;6064
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Moto-Aquática/similar;1467
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Multicasco (Catamarã, Trimarã, Tetramarã, etc);33
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Outros;1452
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Passageiro;2
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Passageiro / Carga Geral;2
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Pesqueiro;67
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Pesquisa;1
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Petroleiro;12
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Plataforma Auto-Elevável;1
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Plataforma Fixa;2
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Plataforma Semi-Submersível;11
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Rebocador;12
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Saveiro;62
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Tanque (transporte de granéis líquidos);1
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Traineira;410
1º ;Delegacia da Capitania dos Portos em Angra dos Reis;DLANGR;RJ;Veleiro;609
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Apoio a Mergulho;9
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Balsa;17
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Barcaça;90
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Batelão;6
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Bote;1916
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Caiaque;18
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Caique;4
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Canoa;17
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Carga Geral;1
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Chata;5
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Draga;20
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Escuna;120
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Flutuante;7
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Graneleiro;1
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Iate;5
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Jangada;60
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Jet Boat;8
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Lancha;3140
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Moto-Aquática/similar;1556
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Multicasco (Catamarã, Trimarã, Tetramarã, etc);18
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Outros;1413
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Passageiro;73
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Pesqueiro;199
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Pesquisa;1
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Quebra-gelo;1
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Rebocador;5
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Saveiro;29
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Traineira;140
1º ;Delegacia da Capitania dos Portos em Cabo Frio;DLCABO;RJ;Veleiro;252
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Balsa;8
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Barcaça;16
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Batelão;22
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Bote;4708
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Caiaque;29
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Caique;27
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Canoa;93
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Chata;34
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Draga;23
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Empurrador;6
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Escuna;54
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Flutuante;163
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Iate;7
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Jangada;17
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Jet Boat;3
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Lancha;5387
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Laser;1
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Moto-Aquática/similar;937
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Multicasco (Catamarã, Trimarã, Tetramarã, etc);9
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Outros;4770
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Passageiro;1
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Passageiro / Carga Geral;12
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Pesqueiro;219
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Petroleiro;1
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Rebocador;17
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Roll-on / Roll-off Passageiro (Ferry Boat);1
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Saveiro;39
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Traineira;163
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Transporte de Carga Pesada (Navio de Cargas Especiais);1
1º ;Delegacia da Capitania dos Portos em Itacuruçá;DLRUCA;RJ;Veleiro;232
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Balsa;3
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Barcaça;1
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Bote;323
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Cábrea;1
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Caiaque;2
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Canoa;10
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Chata;2
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Draga;9
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Flutuante;9
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Lancha;560
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Moto-Aquática/similar;407
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Multicasco (Catamarã, Trimarã, Tetramarã, etc);9
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Outros;1
1º ;Delegacia Fluvial de Furnas;DLFURN;MG;Veleiro;4
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Balsa;90
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Barcaça;16
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Batelão;3
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Bote;7581
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Cábrea;1
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Caiaque;9
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Caique;1
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Canoa;6854
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Chata;583
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Draga;671
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Empurrador;12
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Escuna;2
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Flutuante;9
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Hovercraft;2
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Jangada;5
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Jet Boat;7
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Lancha;5271
1º ;Delegacia Fluvial de Pirapora;DLPIRA;MG;Manuseio de Linhas;2
